,id,location.address,location.city,location.lat,location.lng,location.postalCode,location.state,name,stats.tipCount,stats.usersCount,tips,google_ids,google_reviews,yelp_ids,yelp_reviews
0,49f2b061f964a5205e6a1fe3,2742 Alki Ave SW,Seattle,47.57883826,-122.411199,98116.0,WA,Starbucks,19,1553,"['Absolutely incredible view, in my opinion the best in all of Seattle! Just take some time to get your coffee and relax. You can sit outside or near one of the sliding windows!', 'Great views of the beach! Lots of places to plug in laptops. Lots of seating, even sit by the fireplace.', ""Sunday's on alki in the summer are very busy, this place is no exception. Sorely understaffed on a Sunday night. Long wait just to order. 😕"", 'Nicest people work this Starbucks. Best view in town & Relaxing atmosphere.', ""As a Londoner, this is definitely the best view I've ever seen from a Starbucks window!"", 'A fantastic location with a great atmosphere on a Saturday night.', 'Really friendly customer service! Loved it!', 'Nice spot to watch the water while reading a book or working on your laptop.', 'This location is great! Only thing better would be a Starbucks on the top of the Space Needle.  Like Dr. Evil.', ""Try the iced passionfruit lemonade. You won't be disappointed."", 'The big overstuffed chairs are the best.', 'Coffee, beach views? Yes please!', 'Fantastic chicken and avocado sandwich!', ""Get your drink 'for here', sit and enjoy the view."", 'Nitro cold brew is damn fine', 'Life goes much slower here at the beach.', 'Doggy paradise', 'Coffee with a view', 'Caramel Brulée Latte!']",ChIJb-Ht44VAkFQRvm2NpRw9lSY,"['Great location and very busy. Sit by the windows and enjoy your beverage while overlooking the beach and the bay views. Free Wi-Fi too.  You can also take your beverage and go for a walk along the beach and enjoy the sights and sounds of Alki beach.  Enjoy!', 'Great Starbucks if you 15-20 to wait for your drink. I ordered a Nitro Cold Brew at 6:57 two different times now and have to walk out without my drink for the 7:07 shuttle. Didn’t know it would take that long to pour a nitro from a tap... I can’t imagine the wait for a brewed drink. Won’t be back in the mornings - very disappointing.', ""Starbucks stores do vary.   This one always has great service and cannot be beat due to it's location on Alki Beach.  The lines can get long, but the lines shrink quickly"", 'Great location on Alki to sit and watch the world go by...', ""Starbucks as a company is huge but when I go to the Alki Starbucks it is like you are among friends.  Susie doesn't even have to ask for my name she remembers it every time.  How she does it I have no idea.  The store is an open, light filled space over looking the water with lots of room to hang with friends or by yourself.""]",starbucks-seattle-204,"[""Love this Starbucks because it's close to my house and you can see alki beach. It only stays open til 8 pm and they are ON TOP of it. Very different than..."", ""You know Starbucks is Starbucks overly priced coffee and it's never consistent. But they do got a lot of options and they're everywhere so it makes it easy..."", ""Though the location of this Starbucks is great as it's a lovely place to sit and watch the water but the noise level in this location makes it difficult, if...""]"
1,44e9c5fff964a520b1371fe3,2726 Alki Ave SW,Seattle,47.579129769490216,-122.41051143046559,98116.0,WA,Alki Cafe,17,991,"[""If you can,sit in Hesper's section. She gives excellent service."", ""Bloody Mary's and mimosas on the cheap. Perfect for weekend brunch!"", 'Salmon Benny or French toast are always good.', ""Bloody Mary's are in! Do the right thing and upgrade to a Bloody Maria. That means tequila instead of vodka."", 'huevos rancheros is bomb! So is the fresh squeezed juice!', 'Amazing location, grab some coffee and take a walk on the beach.', 'The apple cinnamon sausages are awesome sauce.', 'Smoked salmon Benedict and Bloody Mary was great!!', 'Cashew chicken salad  (sandwich) is a must!!', 'All about the gingerbread grill cakes', 'Smoked Salmon Benedict. So, so good.', 'Ditto. The Cafe Benedict is a not-to-be-missed!', ""I wasn't impressed. Bene doesn't even use traditional Hollandaise sauce. Even the scrambled eggs are ocercooked."", 'Followed the Cafe Benedict tip.  Awesome!!!', 'Hit the Cinnamon Rolls!', 'Farmers breakfast wow so delish!!!!', 'Cafe benedict +1']",ChIJO6C0CYZAkFQRsuPIp47ZDIE,"['Reasonable prices for the area, food was good. Great view', ""I like to get the farmer's breakfast. Place has a good location with water view. Usually pretty crowded but don't have to wait for tables and ticket times are good."", 'We usually have breakfast here and love it and the view! I was slightly disappointed at the crab cake Benedict and the servers always seem hurried and harried. I know they are busy, but customer service is a bit lacking.', ""It's awesome to be able to have a great meal at Alki Cafe and look out the window to all the people and the water..🐸  It's very calming and I enjoy it every time."", ""Really underwhelming coffee and food in a dated atmosphere. Servers don't seem to enjoy their job and it shows.""]",alki-cafe-seattle,"[""Their service people are kinda awkward LOL but it's okay, I find it adorable. They get things done and that's all that matters. For food we got:\nFarmers..."", 'We went in on New Years, not the best day to go but there were many places open on Alki, I just love it here.\nIt only gets two stars because the food is...', ""Eggs Benedict: Get it without the Asiago cheese sauce. It overwhelmed it, and made it soggy. I think it would be good without the cheese sauce. Didn't like...""]"
2,4a92fd5cf964a520671e20e3,2676 Alki Ave SW,Seattle,47.579351919457494,-122.40912553471102,98116.0,WA,Tully's Coffee,9,895,"[""In addition to the great coffee, there's a pleasant ambience when the older folks aren't blabbering away in groups of twenty. The fireplace makes the lobby along with the view."", 'I love this place. Quiet small and quaint. Plus views of the beach from outside. Service is always excellent', 'The orange vanilla-creme Crodelle is tasty if your sweet-tooth needs some attention.', 'Official winter hours are Monday to Sunday 6:00 AM to 7:0 PM.', ""Skip Starbucks and go to Tully's. Great coffee and tea lattes!"", 'Coffee place around Seattle ...', 'Good pastries, terrible coffee. Yup, pretty much sums it up', 'Outdoor seating is great for people watching on Alki', 'Duplicate venue.']",ChIJJWcEGoZAkFQRjPWwxLTuX-g,"[""First of all props for opening on Christmas. Only coffee to be open! The place is cozy and has a nice fireplace for this winter weather. We ordered the white mocha and the black mocha and both were rich and delicious. \n\nThe egg nog latte wasn't as outstanding. \nIt's a good place if you are tired of the same old coffee places in Seattle. \nIt's a good spot to stop for a drink and walk around the beach."", ""Sort of run down. Good coffee though. TV does not work, Jacks on the wall broken. Lots of little he's in the walls. Some dirty tables.  I think there is a reason why the other coffee shop is always packed."", ""You're employees are unprofessional, playing with cleaning tools taking selfies, ignoring customers. Inappropriately touching eachother. They didn't even put shots of coffee in one drink I ordered, and didn't put cream in the other. When asked to fix they argued that there was nothing wrong. The female is eating food behind the counter. One employee is not even in uniform or weari BFF a name tag. Touching everything like it's toys where is the manager?! Do you not expect food safety standards? Coffee was also cold after being ordered extra hot. Employee put hand in trash pulled out trash to fiddle with then touched products. Disgusting."", ""How best to assess a fair rating for this Tully's location?\n\nThe coffees and teas are excellent, the food items tasty. The room is comfortable, with many chairs and tables, a fireplace to help warm up after enduring the often-chilly air outside. But. Trash litters the tables, the chairs, the floor. Customers are left to 'bus' their select seats and table. Worse, the bathrooms are routinely out of paper goods: no toilet paper, no toilet seat covers, no paper (hand) towels.\n\nSo, an averaged three stars: 5 stars for the coffees and teas, etc, 1 star for the cleanliness."", ""Coffee is fantastic... but my goodness there's a lady in there GENA that needs to learn how to treat her coworkers more importantly her customers. No complaints on coffee though,that is great.""]",tullys-coffee-seattle-9,"[""After walking around the beach looking for coffee I was so pleased to find Tully's Coffee. My drink was so well made and soooooooooooo well needed. The..."", '15 to 20 minute wait for a Blended Mocha?\nAt this point it should be just complimentary', ""I'm writing this with sadness. I love Tully's. I use to come in nearly every day. But I feel like once the old manager left, everything went downhill....""]"
3,4b735016f964a520fba72de3,6222 Seaview Ave NW,Seattle,47.674534,-122.406028,98107.0,WA,Makai Coffee,0,13,[],,[],,[]
4,51bb6eab498e04509f1f1b40,2536 Alki Ave SW,Seattle,47.580447078344314,-122.40672795397764,98116.0,WA,Ampersand Cafe,7,339,"['Craft coffee drinks, cider, beer & wine. Try the orange or guava mimosa!', 'Serves coffee, beer and wine with sandwiches, breakfast and desserts.', 'Great steamers, cute location. Quiet environment.', 'Cafe with a great vibe.', 'The cinnamon rolls are good start before a walk on the beach.', 'Mini breakfast sandwiches are snack size', 'Great people watching.']",ChIJRSDVyIdAkFQRLQH_NCyXQhw,"['Delicious, delicate portion with excellent coffee. The in house baked begets are phenomenal!\nNot to mention the view of the sound.', 'Great food and drinks (plus a great beer list).\nJust a wonderful place to be. The view is stunningly beautiful. I highly recommend the coffee drinks. I really like the sandwiches and the from scratch cooking. The owner is around most days and would bend over backwards to make it a great experience. Don\'t miss the ""Hawaiian"" sandwich.', 'Quaint and cozy. A nice place to meet friends for coffee on a rainy day', ""It's a nice cafe with a view of the beach and  relaxing atmosphere. The only downside is that it is only open during business hours so you can't hang out there in the evenings after work or after a weekend adventure. With it's location and atmosphere you'd think it would be more of an after work hangout spot than a morning coffee place. \n\nBut it's a great coffee shop, easily the best on Alki Beach. "", 'Great coffee, great views, friendly staff, creative menu.  Great for people/dog watching. Do yourself a favor and get the breakfast sandwich with egg, spam, avocado, and this phenomenal teriyaki nori sauce on a Hawaiian roll. To die for.']",ampersand-cafe-seattle,"['Super cute, cozy cafe on Alki. I fell in love with Hawaiian coffee after a trip to Oahu and am in love with the fact I can get freshly brewed Hawaiian...', 'Amazing seasonal specials of coffee, excellent French toast. Excellent service for our thousand questions. Gray outdoor seating with a beautiful view of...', ""I'm not a coffee drinker, but Ampersand has some pretty delicious sandwiches. Their salami sandwich and spam sandwich are both delicious. I keep meaning to...""]"
5,53c48b39498e9be7a57dfece,7001 Seaview Ave NW #170,Seattle,47.68056106567383,-122.40470886230469,98117.0,WA,Jibe Espresso Bar,3,52,"['Sandwiches and pastries made in house. With a very convenient location for your trip to Golden Gardens or Shilshole Marina.', 'Great coffee and the best store-baked muffins! You can get your order to go and sit outside at the marina', 'Gluten free cookies and homemade almond milk in my espresso']",ChIJN2wnaHYWkFQRkgaa_I-ziko,"[""A really nice coffeeshop in a terrific location. They have a really nice interior with a penny covered floor and great light. The coffee is really good, and they use coffee ice cubes in their iced coffee drinks, really nice touch. Staff has always been wonderful to me, but I hang art there and am friendly too.\n\nThey are super kid friendly and typically have good music playing as well depending on who's working. The selection of food is decent too.\n\nWonderful place for a coffee and a snack before trips to Golden Gardens, locks or the marina."", ""Coffee is decent. Sandwiches are pretty tasty, when they have them - they seem to have issues stocking enough for busy days. Often short-handed, so if there's more than a couple of customers you may have a wait."", 'Found a great painting for sale from local artist Jill Feenstra.', ""These are either the rudest out stupidest people in Seattle.\nI'm really not sure which.\nThe food is great, the materials are great, but if your not a regular, do not bother tipping, because they are going to make mistakes in your order and then when you ask what happened, they will get confused on a way that you may question of they are really confused or just acting out out to get away with poor service.\n"", 'Amazing coffee and pastries and sandwiches! So many goodies.']",jibe-espresso-bar-seattle-2,"['My friend took me at Jibe Espresso Bar at afternoon. \nI never know that Jibe E Bar behind the main building. \nBut it was a nice warm place and ordered cup...', ""Whenever I bring my boat to Ballard, jibe is right by the docks. I only go in for drip. Everytime I go in, it's a young new hip kid who doesn't care and..."", 'A little pricey but worth spending. The muffin was definitely the highlight of my morning haha']"
6,50668f9ee4b0846a5a21fec6,,Seattle,47.649035999999995,-122.40329299999999,98199.0,WA,Wilbari Manor,0,3,[],,[],,[]
7,4ff087e3e4b03357dc899de7,,Seattle,47.65924709519783,-122.40144520441237,98199.0,WA,Stan's Beans Coffee & Treats,1,2,"['Best beans around, except when you get the occasional dog hair in your mouth...']",,[],,[]
8,59ac354679187134d03487ad,,Seattle,47.655309,-122.400618,98199.0,WA,Espresso Bar,0,2,[],,[],,[]
9,4af9b158f964a520651322e3,6408 32nd Ave NW,Seattle,47.67559814556478,-122.39826398882187,98107.0,WA,The Scoop at Walter's,7,180,"[""Snoqualmie ice cream, decent espresso, and apparently beer. What's not to like?"", 'Grab a beer and relax in a quiet backyard.', 'If you have a great flavor idea they might convince Snoqualmie to make it.', 'Local,espresso, mukelteo mud', ""Walter's takes credit and debit cards now!"", ""They don't take cards! Watch out!"", 'Ice cream win']",ChIJxeKyX9kVkFQRVUO6zc2r2GA,[],walters-seattle-2,"[""Awesome place that we've been coming to forever. Beer, ice cream, coffee and donuts. What else do you need?"", ""Walter's is epitome of the neighborhood ice cream shop. Living in Seattle, I appreciate the neighborhood feel that reminds me of the small town I'm from...."", 'Walters has been our ""go to"" place for ice cream as Ballard residents for years and years. However, our enthusiasm has cooled for two reasons. First, they...']"
