,location.lat,location.lng,name,combined_reviews,num_review_words,final_address
0,47.57883826,-122.411199,Starbucks,absolutely incredible view in my opinion the best in all of seattle just take some time to get your coffee and relax you can sit outside or near one of the sliding windows great views of the beach lots of places to plug in laptops lots of seating even sit by the fireplace sundays on alki in the summer are very busy this place is no exception sorely understaffed on a sunday night long wait just to order 😕 nicest people work this starbucks best view in town  relaxing atmosphere as a londoner this is definitely the best view ive ever seen from a starbucks window a fantastic location with a great atmosphere on a saturday night really friendly customer service loved it nice spot to watch the water while reading a book or working on your laptop this location is great only thing better would be a starbucks on the top of the space needle  like dr evil try the iced passionfruit lemonade you wont be disappointed the big overstuffed chairs are the best coffee beach views yes please fantastic chicken and avocado sandwich get your drink for here sit and enjoy the view nitro cold brew is damn fine life goes much slower here at the beach doggy paradise coffee with a view caramel brulée latte great location and very busy sit by the windows and enjoy your beverage while overlooking the beach and the bay views free wifi too  you can also take your beverage and go for a walk along the beach and enjoy the sights and sounds of alki beach  enjoy great starbucks if you 1520 to wait for your drink i ordered a nitro cold brew at 657 two different times now and have to walk out without my drink for the 707 shuttle didn’t know it would take that long to pour a nitro from a tap i can’t imagine the wait for a brewed drink won’t be back in the mornings  very disappointing starbucks stores do vary   this one always has great service and cannot be beat due to its location on alki beach  the lines can get long but the lines shrink quickly great location on alki to sit and watch the world go by starbucks as a company is huge but when i go to the alki starbucks it is like you are among friends  susie doesnt even have to ask for my name she remembers it every time  how she does it i have no idea  the store is an open light filled space over looking the water with lots of room to hang with friends or by yourself love this starbucks because its close to my house and you can see alki beach it only stays open til 8 pm and they are on top of it very different than you know starbucks is starbucks overly priced coffee and its never consistent but they do got a lot of options and theyre everywhere so it makes it easy though the location of this starbucks is great as its a lovely place to sit and watch the water but the noise level in this location makes it difficult if,530,2742 Alki Ave SW
1,47.57912976949022,-122.4105114304656,Alki Cafe,if you cansit in hespers section she gives excellent service bloody marys and mimosas on the cheap perfect for weekend brunch salmon benny or french toast are always good bloody marys are in do the right thing and upgrade to a bloody maria that means tequila instead of vodka huevos rancheros is bomb so is the fresh squeezed juice amazing location grab some coffee and take a walk on the beach the apple cinnamon sausages are awesome sauce smoked salmon benedict and bloody mary was great cashew chicken salad  sandwich is a must all about the gingerbread grill cakes smoked salmon benedict so so good ditto the cafe benedict is a nottobemissed i wasnt impressed bene doesnt even use traditional hollandaise sauce even the scrambled eggs are ocercooked followed the cafe benedict tip  awesome hit the cinnamon rolls farmers breakfast wow so delish cafe benedict 1 reasonable prices for the area food was good great view i like to get the farmers breakfast place has a good location with water view usually pretty crowded but dont have to wait for tables and ticket times are good we usually have breakfast here and love it and the view i was slightly disappointed at the crab cake benedict and the servers always seem hurried and harried i know they are busy but customer service is a bit lacking its awesome to be able to have a great meal at alki cafe and look out the window to all the people and the water🐸  its very calming and i enjoy it every time really underwhelming coffee and food in a dated atmosphere servers dont seem to enjoy their job and it shows their service people are kinda awkward lol but its okay i find it adorable they get things done and thats all that matters for food we got farmers we went in on new years not the best day to go but there were many places open on alki i just love it here it only gets two stars because the food is eggs benedict get it without the asiago cheese sauce it overwhelmed it and made it soggy i think it would be good without the cheese sauce didnt like,369,2726 Alki Ave SW
2,47.579351919457494,-122.40912553471102,Tully's Coffee,in addition to the great coffee theres a pleasant ambience when the older folks arent blabbering away in groups of twenty the fireplace makes the lobby along with the view i love this place quiet small and quaint plus views of the beach from outside service is always excellent the orange vanillacreme crodelle is tasty if your sweettooth needs some attention official winter hours are monday to sunday 600 am to 70 pm skip starbucks and go to tullys great coffee and tea lattes coffee place around seattle  good pastries terrible coffee yup pretty much sums it up outdoor seating is great for people watching on alki duplicate venue first of all props for opening on christmas only coffee to be open the place is cozy and has a nice fireplace for this winter weather we ordered the white mocha and the black mocha and both were rich and delicious   the egg nog latte wasnt as outstanding  its a good place if you are tired of the same old coffee places in seattle  its a good spot to stop for a drink and walk around the beach sort of run down good coffee though tv does not work jacks on the wall broken lots of little hes in the walls some dirty tables  i think there is a reason why the other coffee shop is always packed youre employees are unprofessional playing with cleaning tools taking selfies ignoring customers inappropriately touching eachother they didnt even put shots of coffee in one drink i ordered and didnt put cream in the other when asked to fix they argued that there was nothing wrong the female is eating food behind the counter one employee is not even in uniform or weari bff a name tag touching everything like its toys where is the manager do you not expect food safety standards coffee was also cold after being ordered extra hot employee put hand in trash pulled out trash to fiddle with then touched products disgusting how best to assess a fair rating for this tullys location  the coffees and teas are excellent the food items tasty the room is comfortable with many chairs and tables a fireplace to help warm up after enduring the oftenchilly air outside but trash litters the tables the chairs the floor customers are left to bus their select seats and table worse the bathrooms are routinely out of paper goods no toilet paper no toilet seat covers no paper hand towels  so an averaged three stars 5 stars for the coffees and teas etc 1 star for the cleanliness coffee is fantastic but my goodness theres a lady in there gena that needs to learn how to treat her coworkers more importantly her customers no complaints on coffee thoughthat is great after walking around the beach looking for coffee i was so pleased to find tullys coffee my drink was so well made and soooooooooooo well needed the 15 to 20 minute wait for a blended mocha at this point it should be just complimentary im writing this with sadness i love tullys i use to come in nearly every day but i feel like once the old manager left everything went downhill,536,2676 Alki Ave SW
3,47.580447078344314,-122.40672795397764,Ampersand Cafe,craft coffee drinks cider beer  wine try the orange or guava mimosa serves coffee beer and wine with sandwiches breakfast and desserts great steamers cute location quiet environment cafe with a great vibe the cinnamon rolls are good start before a walk on the beach mini breakfast sandwiches are snack size great people watching delicious delicate portion with excellent coffee the in house baked begets are phenomenal not to mention the view of the sound great food and drinks plus a great beer list just a wonderful place to be the view is stunningly beautiful i highly recommend the coffee drinks i really like the sandwiches and the from scratch cooking the owner is around most days and would bend over backwards to make it a great experience dont miss the hawaiian sandwich quaint and cozy a nice place to meet friends for coffee on a rainy day its a nice cafe with a view of the beach and  relaxing atmosphere the only downside is that it is only open during business hours so you cant hang out there in the evenings after work or after a weekend adventure with its location and atmosphere youd think it would be more of an after work hangout spot than a morning coffee place   but its a great coffee shop easily the best on alki beach  great coffee great views friendly staff creative menu  great for peopledog watching do yourself a favor and get the breakfast sandwich with egg spam avocado and this phenomenal teriyaki nori sauce on a hawaiian roll to die for super cute cozy cafe on alki i fell in love with hawaiian coffee after a trip to oahu and am in love with the fact i can get freshly brewed hawaiian amazing seasonal specials of coffee excellent french toast excellent service for our thousand questions gray outdoor seating with a beautiful view of im not a coffee drinker but ampersand has some pretty delicious sandwiches their salami sandwich and spam sandwich are both delicious i keep meaning to,339,2536 Alki Ave SW
4,47.68056106567383,-122.40470886230469,Jibe Espresso Bar,sandwiches and pastries made in house with a very convenient location for your trip to golden gardens or shilshole marina great coffee and the best storebaked muffins you can get your order to go and sit outside at the marina gluten free cookies and homemade almond milk in my espresso a really nice coffeeshop in a terrific location they have a really nice interior with a penny covered floor and great light the coffee is really good and they use coffee ice cubes in their iced coffee drinks really nice touch staff has always been wonderful to me but i hang art there and am friendly too  they are super kid friendly and typically have good music playing as well depending on whos working the selection of food is decent too  wonderful place for a coffee and a snack before trips to golden gardens locks or the marina coffee is decent sandwiches are pretty tasty when they have them  they seem to have issues stocking enough for busy days often shorthanded so if theres more than a couple of customers you may have a wait found a great painting for sale from local artist jill feenstra these are either the rudest out stupidest people in seattle im really not sure which the food is great the materials are great but if your not a regular do not bother tipping because they are going to make mistakes in your order and then when you ask what happened they will get confused on a way that you may question of they are really confused or just acting out out to get away with poor service  amazing coffee and pastries and sandwiches so many goodies my friend took me at jibe espresso bar at afternoon  i never know that jibe e bar behind the main building  but it was a nice warm place and ordered cup whenever i bring my boat to ballard jibe is right by the docks i only go in for drip everytime i go in its a young new hip kid who doesnt care and a little pricey but worth spending the muffin was definitely the highlight of my morning haha,362,7001 Seaview Ave NW #170
5,47.675598145564784,-122.39826398882187,The Scoop at Walter's,snoqualmie ice cream decent espresso and apparently beer whats not to like grab a beer and relax in a quiet backyard if you have a great flavor idea they might convince snoqualmie to make it localespresso mukelteo mud walters takes credit and debit cards now they dont take cards watch out ice cream win  awesome place that weve been coming to forever beer ice cream coffee and donuts what else do you need walters is epitome of the neighborhood ice cream shop living in seattle i appreciate the neighborhood feel that reminds me of the small town im from walters has been our go to place for ice cream as ballard residents for years and years however our enthusiasm has cooled for two reasons first they,126,6408 32nd Ave NW
6,47.67567412366766,-122.39838671984013,Pico Café,various breads baked inhouse available daily pastries and treats available along with entrées to go the caprese panini larger than expected and hit the spot the sandwiches are amazing here cafe er billig og god  iced americano and latte   lighthouse roasters coffee beans   amazing ambiancefeel in the cafeseating   menu looked amazing   baristas were kind and we stopped in about an hour before the café closed and as they were transitioning into dinner  in the completely silent café were three people at separate if i lived in the neighborhood i would come here because it has a beautiful oldworld feel but they seem sort of dazed during lunch and i waited a half,112,6415 32nd Ave NW
7,47.675592,-122.39824,Walter's, i love this place everybody is so nice in there and the quality is amazing went for the open mic night on a friday night and had a great time music was in the back outside had some great ice cream and lemonade the beer and cider options looked good too fun crowd of all ages  good atmosphere good service very popular good ice cream and sorbet the outdoor eating area in back is quiet and has a relaxed vibe super friendly service great lattes superb family friendly neighborhood coffee and ice cream shop  better service  coffee than the coffee grinch lady across the street  great ice cream coffee made by people who care summer music out the back who could ask for more  awesome place that weve been coming to forever beer ice cream coffee and donuts what else do you need walters is epitome of the neighborhood ice cream shop living in seattle i appreciate the neighborhood feel that reminds me of the small town im from walters has been our go to place for ice cream as ballard residents for years and years however our enthusiasm has cooled for two reasons first they,196,6408 32nd Ave NW
8,47.659875260413415,-122.3980593855696,Discovery Espresso,roasted pasilla chile breakfast sammy is awesomean served all day super cozy local spot they do hot chocolate as well as coffee no wifi too small to sit and do work  nice place to grab a latte and eggcheese sandwich quiet corner great cup of coffee friendly place easy walk to discovery park delicious coffees and smoothies close to discovery park and the magnolia neighborhood of seattle great little gem with great coffee and amazing sandwiches  everything you should expect from a seattle coffee house   two big thumbs up for the little local coffee shop that is discovery espresso  located just down the street from us discovery is an easy place to run down shane is fantastic this is one of the best indy coffee shops around coffee is great food is delicious device is awesome  if youre in magnolia and delicious coffee good music cool decor i especially like the vintage repurposed lights amazing breakfast sandwiches the gear jammer is bomb and the,164,3103 W Jameson St
9,47.63981172,-122.39985559999998,Starbucks,the power outlets are at the base of the windows slightly hidden but plentiful make sure to avoid parking in the ally it is very tight to come out of especially if you drive an expedition try one of the starbucks reserve pourover coffees for a real treat try the iced kona clover coffee its amazing theyve remodeled and added a clover machine say hi to hana looking forward to meeting with new clients here tomorrow they sell coffee weirdness lol this last visit was pretty good there were two males behind the counter who were  efficient and personable really enjoyed being there that was very early christmas eve morning thank you great place to get coffee well maintained and nice to visit very nice quiet shop very relaxing and sunny sidewalk seating with light traffic love this location they know me well always great customer service wheres the 10 stars button by far the nicest staff at any starbucks drinks are always perfect and a great place to run into neighborhood regulars  hands down my favorite starbucks in all of seattle sam paul lauren and the entire staff here are so incredibly nice i come to this location every day as whats there to say its a starbucks so its pretty much the same as all of the other starbucks around the city  i do have to say though that this one i always order  a quad grande americano with extra room  this starbucks has not gotten it right in over a year  i order the same drink at other starbucks,262,3300 W. McGraw St.
